,000020,000040,000080,000100,000220,000230,000270,000300,000390,000430,000480,000490,000500,000520,000660,000670,000850,000860,000880,000890,000910,000950,000970,000990,001020,001060,001070,001080,001130,001210,001230,001340,001360,001380,001390,001420,001430,001440,001460,001520,001550,001560,001570,001620,001630,001680,001770,001780,001790,001820,001940,002070,002100,002140,002170,002200,002210,002220,002240,002270,002310,002350,002360,002380,002390,002450,002600,002630,002690,002710,002720,002760,002790,002820,002840,002870,002880,002900,002920,002960,003000,003060,003080,003120,003160,003200,003220,003230,003240,003300,003350,003410,003520,003570,003610,003620,003650,003670,003680,003720,003780,003830,003850,003920,003960,004000,004020,004090,004100,004250,004310,004370,004380,004410,004430,004440,004450,004490,004540,004560,004700,004710,004720,004770,004830,004840,004870,004890,004910,004920,004980,005010,005030,005070,005180,005300,005380,005420,005490,005500,005610,005680,005690,005720,005750,005800,005820,005850,005870,005930,005950,006060,006090,006110,006280,006340,006380,006390,006400,006570,006650,006660,006740,006890,006980,007210,007280,007310,007340,007460,007570,007590,007610,007660,007690,007700,007810,007980,008040,008110,008250,008260,008350,008420,008490,008500,008700,008730,008870,008970,009140,009150,009160,009190,009200,009270,009290,009310,009320,009420,009450,009460,009470,009540,009580,009680,009770,009830,010040,010060,010100,010120,010130,010140,010580,010620,010640,010660,010690,010770,010780,010820,010950,011000,011070,011090,011150,011170,011210,011230,011280,011300,011330,011390,011500,011690,011700,011780,011790,011930,012160,012200,012280,012330,012450,012600,012610,012690,012800,013520,013870,013890,014160,014280,014440,014530,014580,014680,014710,014820,014830,014910,014990,015230,015260,015590,015890,016090,016380,016450,016580,016590,016740,016800,017040,017180,017370,017550,017800,017810,017900,017960,018250,018470,018500,018880,019170,019180,019440,019490,020000,020150,020760,021050,021820,023000,023150,023450,023800,023810,024070,024090,024890,024900,025000,025540,025560,025620,025750,025820,025860,025890,026890,026940,027740,027970,029460,029530,032560,033180,033240,033250,033270,033530,033780,033920,034020,034220,035150,036580,041650,042660,042670,042700,044380,047400,047810,049770,049800,051630,051900,051910,055490,058430,058650,058730,063160,064350,064960,066570,068270,069260,069460,069620,069730,071090,071950,071970,073240,074610,075180,075580,077970,078520,079430,079550,079980,081000,082740,083420,084010,084680,084870,085310,089470,090080,090350,090370,090430,091090,092200,092220,092230,092440,092780,093050,093240,093370,096770,097950,100250,100840,101530,102280,102460,103140,103590,104700,105630,105840,108670,109070,111110,112610,115390,119650,120030,120110,123700,128940,133820,134380,134790,136490,138490,143210,144620,145210,145720,145990,155660,161000,161390,161890,163560,170900,183190,185750,192650,192820,194370,195870,200880,204320,207940,210540,213500,214330,214390,214420,226320,234080,241560,241590,248170,249420,264900,267250,267260,267270,268280,271560,271980,272210,272550,280360,281820,282690,285130,293480,298000,298020,298040,298050,300720,306200,308170,322000,336260,336370
0,23.01,0.0,90.6,49.98,17.92,0.0,14.74,28.63,157.81,12.14,5.48,97.12,914.58,0.0,4.26,10.04,7.02,3.45,3.72,0.0,0.0,0.0,33.28,13.94,0.0,91.44,6.71,45.0,4.84,0.0,0.0,4.51,0.0,23.51,42.7,97.81,25.42,0.0,21.72,87.81,240.63,10.93,4.41,0.0,18.43,12.72,39.91,106.54,17.53,8.73,7.87,0.0,37.1,22.03,7.18,4.67,0.0,0.0,121.6,8.66,3.7,8.83,49.05,0.0,38.56,11.64,11.16,0.0,277.22,5.93,37.34,114.72,48.83,0.0,13.52,4.78,0.0,0.0,18.67,16.67,6.32,0.0,14.45,37.36,9.85,7.81,14.06,19.27,4.19,0.46,35.08,19.2,0.0,9.32,27.66,0.0,12.03,22.06,0.0,0.0,22.86,2.29,33.95,184.52,9.83,5.23,10.27,14.41,0.0,13.55,161.52,16.26,13.37,87.0,9.8,0.0,8.56,5.22,0.0,7.24,10.13,0.0,16.28,39.68,0.0,17.13,5.03,8.04,0.0,0.0,10.75,4.23,0.0,19.35,14.56,0.0,20.95,0.0,11.29,11.95,16.58,11.9,0.0,5.5,16.67,33.55,0.0,20.19,4.62,8.54,22.07,31.62,9.04,17.14,43.42,65.28,12.49,0.0,22.13,0.0,2.78,10.33,4.08,21.08,0.0,14.82,0.0,11.28,4.59,0.0,0.0,12.91,0.0,0.0,5.83,16.36,0.0,12.35,7.59,9.81,11.44,6.23,14.63,9.75,15.37,0.0,0.0,23.69,7.45,0.0,0.0,14.57,1.77,26.31,3.0,0.0,12.09,6.9,89.38,569.53,23.13,18.2,18.46,0.0,3.82,20.16,0.0,16.29,12.19,14.43,46.94,11.73,14.21,0.0,15.18,21.06,41.88,0.0,0.0,0.0,4.12,0.0,41.47,0.0,20.17,46.2,45.58,4.74,0.0,0.0,14.16,0.0,9.39,50.56,10.96,0.0,16.1,4.32,14.86,12.55,0.0,10.46,69.79,12.41,56.06,14.04,23.6,0.0,11.91,0.0,702.14,24.89,10.82,5.89,11.89,7.11,30.95,16.29,7.27,13.78,11.46,198.18,590.0,6.87,0.0,0.0,9.91,7.22,0.0,0.0,11.11,3.21,7.47,6.1,38.25,120.73,0.0,19.84,226.09,19.54,17.1,0.0,12.17,0.0,0.0,20.77,187.69,12.91,10.04,22.23,9.25,47.94,60.76,20.0,0.0,9.82,0.0,15.31,24.49,22.95,40.14,16.92,22.38,0.0,23.66,11.1,0.0,0.0,7.62,0.0,46.4,0.0,17.66,51.35,0.0,13.67,1.18,10.27,6.75,0.0,0.0,0.0,8.67,0.0,12.95,0.0,0.0,0.0,13.72,43.9,8.31,9.12,4.65,8.24,0.0,0.0,57.58,15.21,0.0,0.0,31.08,16.34,20.54,9.02,9.65,5.95,20.66,0.0,10.89,10.32,91.37,7.65,100.18,0.0,9.02,0.0,0.0,0.0,0.0,0.0,12.95,99.57,5.65,0.0,7.01,156.4,10.7,42.82,0.0,31.78,0.0,54.27,0.0,0.0,18.18,0.0,13.13,0.0,43.09,0.0,0.0,81.54,61.04,7.52,5.5,6.25,0.0,24.41,8.02,4.42,131.0,79.2,78.48,0.0,198.77,10.53,0.0,18.13,0.0,0.0,0.0,0.0,24.53,98.81,24.96,21.69,8.01,21.96,14.61,138.38,38.13,12.14,19.87,12.75,13.78,34.69,0.0,0.0,13.54,11.14,9.42,4.89,7.7,24.82,7.35,122.23,18.95,24.3,9.43,25.81,27.9,13.25,0.0,15.46,126.51,4.41,8.93,9.18,14.99,0.0,42.84,19.67,12.78,59.51,9.0,30.16,8.4,17.96,0.0,6.87,10.6,29.82,249.3,18.71,10.45,68.2,8.41,10.48,145.95,11.55,22.54,31.0,131.86,0.0,7.18,24.1,26.8,7.09,0.0,0.0
1,22.9,0.0,89.5,49.76,17.84,0.0,14.57,28.52,157.19,12.15,5.48,96.27,904.17,0.0,4.25,10.22,7.03,3.48,3.75,0.0,0.0,0.0,33.61,13.79,0.0,90.83,6.71,45.0,4.84,0.0,0.0,4.51,0.0,23.24,42.34,96.88,25.25,0.0,21.72,85.94,241.41,10.84,4.71,0.0,17.84,12.69,40.19,109.42,17.48,8.9,7.9,0.0,37.42,22.06,7.1,4.7,0.0,0.0,123.67,8.86,3.68,8.88,53.57,0.0,38.47,11.64,11.13,0.0,276.11,5.96,37.86,115.28,48.3,0.0,13.52,4.75,0.0,0.0,18.64,16.77,6.21,0.0,14.45,37.5,9.63,7.82,13.98,20.03,4.24,0.45,34.48,18.86,0.0,9.26,26.49,0.0,12.03,22.28,0.0,0.0,22.92,2.29,33.44,185.36,9.83,5.2,10.14,16.33,0.0,13.42,163.94,16.16,13.49,85.5,9.61,0.0,8.54,5.2,0.0,7.22,10.03,0.0,16.41,44.92,0.0,17.59,5.04,8.07,0.0,0.0,10.84,4.23,0.0,19.19,14.87,0.0,20.6,0.0,11.33,12.05,16.43,11.9,0.0,5.48,16.59,33.72,0.0,19.97,4.62,8.59,21.96,31.08,9.04,16.96,43.59,64.44,13.53,0.0,21.84,0.0,2.74,10.35,4.06,20.8,0.0,14.78,0.0,11.26,4.58,0.0,0.0,12.85,0.0,0.0,5.87,16.57,0.0,12.44,7.59,9.79,11.39,6.15,14.69,9.81,15.07,0.0,0.0,24.2,7.44,0.0,0.0,14.68,1.76,18.45,3.06,0.0,12.09,7.04,88.54,562.5,23.28,17.71,18.7,0.0,3.9,20.41,0.0,16.9,12.17,14.43,46.43,11.81,14.26,0.0,15.27,21.44,40.94,0.0,0.0,0.0,4.07,0.0,42.19,0.0,20.24,46.6,45.25,4.69,0.0,0.0,14.17,0.0,9.59,51.6,11.03,0.0,16.14,4.33,14.64,12.58,0.0,10.55,72.29,12.54,56.3,14.84,23.66,0.0,11.68,0.0,702.86,25.18,10.82,5.88,11.84,7.4,31.48,16.76,7.24,13.68,11.51,196.36,590.0,6.78,0.0,0.0,9.83,7.35,0.0,0.0,11.0,3.16,7.48,6.08,37.25,120.98,0.0,20.12,226.09,19.37,17.18,0.0,12.21,0.0,0.0,20.48,185.38,13.07,9.92,22.9,9.34,46.54,61.02,19.77,0.0,9.9,0.0,15.1,24.34,23.34,39.64,16.92,22.23,0.0,23.66,11.4,0.0,0.0,7.66,0.0,46.57,0.0,17.76,51.73,0.0,13.94,1.19,10.37,6.84,0.0,0.0,0.0,8.58,0.0,12.95,0.0,0.0,0.0,14.07,43.67,8.45,9.17,4.64,8.25,0.0,0.0,57.84,15.14,0.0,0.0,31.0,16.18,20.72,9.07,9.63,5.84,20.39,0.0,10.87,10.33,90.1,7.59,102.32,0.0,9.24,0.0,0.0,0.0,0.0,0.0,12.57,101.52,5.57,0.0,7.06,161.82,10.82,42.52,0.0,31.78,0.0,53.59,0.0,0.0,18.05,0.0,13.07,0.0,42.89,0.0,0.0,81.54,61.15,7.65,5.57,6.34,0.0,24.65,8.18,4.35,132.25,79.2,78.8,0.0,196.3,10.73,0.0,17.99,0.0,0.0,0.0,0.0,24.62,100.79,24.96,21.78,7.99,21.87,14.29,139.79,38.28,12.24,20.12,12.8,13.87,35.0,0.0,0.0,13.42,11.21,9.6,4.98,7.57,24.31,7.6,119.6,18.85,23.99,9.13,25.1,28.56,13.13,0.0,15.04,124.59,4.72,8.8,9.08,14.99,0.0,42.63,19.72,12.97,58.98,8.9,29.98,8.29,18.02,0.0,6.73,10.5,29.4,247.18,18.44,10.55,67.29,8.41,10.48,146.61,11.52,21.83,30.9,133.33,0.0,7.21,24.35,34.84,6.96,0.0,0.0
