,ticker,close
249,011700,1655.0
250,011780,74100.0
251,011790,51800.0
252,011930,967.0
253,012160,1120.0
254,012200,3010.0
255,012280,1720.0
256,012330,245000.0
257,012450,34300.0
258,012600,2645.0
259,012610,7620.0
260,012690,3700.0
261,012800,1520.0
262,013520,2135.0
263,013870,4675.0
264,013890,93700.0
265,014160,1075.0
266,014280,3660.0
267,014440,3410.0
268,014530,4060.0
269,014580,4135.0
270,014680,106000.0
271,014710,5000.0
272,014820,27700.0
273,014830,46000.0
274,014910,2135.0
275,014990,2290.0
276,015230,28300.0
277,015260,335.0
278,015590,1180.0
279,015890,5670.0
280,016090,2300.0
281,016380,7500.0
282,016450,7090.0
283,016580,15200.0
284,016590,59700.0
285,016740,3240.0
286,016800,28900.0
287,017040,2200.0
288,017180,4705.0
289,017370,4875.0
290,017550,2415.0
291,017800,66400.0
292,017810,11600.0
293,017900,2090.0
294,017960,8160.0
295,018250,31450.0
296,018470,726.0
297,018500,881.0
298,018880,10800.0
299,019170,6920.0
300,019180,3580.0
301,019440,12200.0
302,019490,3290.0
303,020000,31000.0
304,020150,42850.0
305,020760,3500.0
306,021050,2945.0
307,021820,8090.0
308,023000,2880.0
309,023150,6110.0
310,023450,25350.0
311,023800,4935.0
312,023810,3805.0
313,024070,2710.0
314,024090,11700.0
315,024890,1465.0
316,024900,1200.0
317,025000,54000.0
318,025540,41000.0
319,025560,132.0
320,025620,4620.0
321,025750,1085.0
322,025820,1705.0
323,025860,7910.0
324,025890,1930.0
325,026890,5390.0
326,026940,5270.0
327,027740,803.0
328,027970,2445.0
329,029460,18700.0
330,029530,34650.0
331,032560,6910.0
332,033180,7370.0
333,033240,11700.0
334,033250,3215.0
335,033270,16900.0
336,033530,4350.0
337,033780,92700.0
338,033920,8130.0
339,034020,5420.0
340,034220,15750.0
341,035150,8630.0
342,036580,4415.0
343,041650,3525.0
344,042660,26950.0
345,042670,5140.0
346,042700,8350.0
347,044380,950.0
348,047400,2365.0
349,047810,33100.0
350,049770,220000.0
351,049800,3330.0
352,051630,4770.0
353,051900,1324000.0
354,051910,306500.0
355,055490,21500.0
356,058430,16400.0
357,058650,76500.0
358,058730,6500.0
359,063160,28850.0
360,064350,15400.0
361,064960,40700.0
362,066570,66600.0
363,068270,177000.0
364,069260,19250.0
365,069460,2725.0
366,069620,130500.0
367,069730,4615.0
368,071090,19200.0
369,071950,1305.0
370,071970,3030.0
371,073240,4065.0
372,074610,6930.0
373,075180,4590.0
374,075580,4385.0
375,077970,6600.0
376,078520,10900.0
377,079430,13150.0
378,079550,31800.0
379,079980,5690.0
380,081000,27700.0
381,082740,4505.0
382,083420,3425.0
383,084010,5710.0
384,084680,5720.0
385,084870,2670.0
386,085310,1150.0
387,089470,4700.0
388,090080,1205.0
389,090350,7900.0
390,090370,1315.0
391,090430,212000.0
392,091090,2770.0
393,092200,1975.0
394,092220,1040.0
395,092230,53900.0
396,092440,3815.0
397,092780,4570.0
398,093050,16850.0
399,093240,1450.0
400,093370,8380.0
401,096770,137500.0
402,097950,231000.0
403,100250,2555.0
404,100840,19000.0
405,101530,7150.0
406,102280,1040.0
407,102460,15050.0
408,103140,22950.0
409,103590,2995.0
410,104700,4380.0
411,105630,16900.0
412,105840,4150.0
413,108670,54200.0
414,109070,1950.0
415,111110,14600.0
416,112610,38250.0
417,115390,14000.0
418,119650,6580.0
419,120030,81000.0
420,120110,45650.0
421,123700,3555.0
422,128940,288000.0
423,133820,2490.0
424,134380,44300.0
425,134790,47300.0
426,136490,9350.0
427,138490,4225.0
428,143210,6690.0
429,144620,1730.0
430,145210,2990.0
431,145720,50100.0
432,145990,48400.0
433,155660,4590.0
434,161000,8190.0
435,161390,30750.0
436,161890,48150.0
437,163560,5910.0
438,170900,108500.0
439,183190,71600.0
440,185750,90100.0
441,192650,7000.0
442,192820,80200.0
443,194370,12550.0
444,195870,18200.0
445,200880,4670.0
446,204320,32800.0
447,207940,420000.0
448,210540,10400.0
449,213500,13750.0
450,214330,4685.0
451,214390,8070.0
452,214420,10900.0
453,226320,20250.0
454,234080,19300.0
455,241560,33350.0
456,241590,17000.0
457,248070,
458,248170,35250.0
459,249420,15900.0
460,264900,8470.0
461,267250,325000.0
462,267260,11250.0
463,267270,28550.0
464,268280,73000.0
465,271560,106000.0
466,271980,35000.0
467,272210,10100.0
468,272550,15750.0
469,280360,147000.0
470,281820,23800.0
471,282690,11850.0
472,285130,65100.0
473,293480,22600.0
474,298000,130000.0
475,298020,147000.0
476,298040,25000.0
477,298050,106000.0
478,300720,88600.0
479,302440,
480,306200,57200.0
481,308170,24750.0
482,322000,19350.0
483,336260,8050.0
484,336370,24750.0
485,344820,
486,353200,
487,361610,
488,378850,
489,383220,
