,ticker,close
0,000060,16350.0
1,000370,2590.0
2,000400,1955.0
3,000540,2965.0
4,000810,230500.0
5,001450,24100.0
6,003690,8840.0
7,005830,47900.0
8,032830,72200.0
9,082640,3710.0
10,085620,3845.0
11,088350,2155.0
12,000020,7900.0
13,000040,268.0
14,000080,27850.0
15,000100,230500.0
16,000220,10950.0
17,000230,10550.0
18,000270,40750.0
19,000300,757.0
20,000390,4885.0
21,000430,3340.0
22,000480,82800.0
23,000490,5650.0
24,000500,20000.0
25,000520,20100.0
26,000660,99000.0
27,000670,659000.0
28,000850,38500.0
29,000860,20000.0
30,000880,22550.0
31,000890,1135.0
32,000910,3795.0
33,000950,15150.0
34,000970,10050.0
35,000990,29050.0
36,001020,539.0
37,001060,28400.0
38,001070,20100.0
39,001080,15500.0
40,001130,144000.0
41,001210,4095.0
42,001230,5490.0
43,001340,2390.0
44,001360,4230.0
45,001380,1660.0
46,001390,11050.0
47,001420,4460.0
48,001430,13850.0
49,001440,612.0
50,001460,233000.0
51,001520,1280.0
52,001550,14600.0
53,001560,7240.0
54,001570,2460.0
55,001620,715.0
56,001630,97300.0
57,001680,21900.0
58,001770,20900.0
59,001780,2645.0
60,001790,18900.0
61,001820,58600.0
62,001940,12600.0
63,002070,20700.0
64,002100,11400.0
65,002140,3430.0
66,002170,58400.0
67,002200,19700.0
68,002210,15200.0
69,002220,2035.0
70,002240,19650.0
71,002270,399000.0
72,002310,31850.0
73,002350,8720.0
74,002360,1240.0
75,002380,233500.0
76,002390,22100.0
77,002450,1810.0
78,002600,147000.0
79,002630,300.0
80,002690,2450.0
81,002710,2660.0
82,002720,4760.0
83,002760,2035.0
84,002790,84200.0
85,002820,4290.0
86,002840,58000.0
87,002870,1450.0
88,002880,871.0
89,002900,1210.0
90,002920,2610.0
91,002960,317000.0
92,003000,13800.0
93,003060,1265.0
94,003080,4420.0
95,003120,81600.0
96,003160,3430.0
97,003200,70800.0
98,003220,16850.0
99,003230,100000.0
100,003240,1013000.0
101,003300,40550.0
102,003350,33100.0
103,003410,5060.0
104,003520,6040.0
105,003570,6650.0
106,003610,1990.0
107,003620,1935.0
108,003650,77400.0
109,003670,49750.0
110,003680,5110.0
111,003720,994.0
112,003780,4225.0
113,003830,89700.0
114,003850,15300.0
115,003920,420000.0
116,003960,15900.0
117,004000,40700.0
118,004020,28250.0
119,004090,118500.0
120,004100,1370.0
121,004250,3805.0
122,004310,5360.0
123,004370,223000.0
124,004380,11300.0
125,004410,166.0
126,004430,13700.0
127,004440,7230.0
128,004450,44750.0
129,004490,35700.0
130,004540,2290.0
131,004560,9090.0
132,004700,36700.0
133,004710,10250.0
134,004720,6100.0
135,004770,5690.0
136,004830,2825.0
137,004840,5370.0
138,004870,1555.0
139,004890,56300.0
140,004910,5350.0
141,004920,404.0
142,004980,6920.0
143,005010,9630.0
144,005030,448.0
145,005070,9570.0
146,005180,56500.0
147,005300,132500.0
148,005380,111500.0
149,005420,6580.0
150,005490,234000.0
151,005500,23750.0
152,005610,82000.0
153,005680,8750.0
154,005690,8200.0
155,005720,5820.0
156,005750,4135.0
157,005800,98700.0
158,005820,18800.0
159,005850,16850.0
160,005870,7230.0
161,005930,58600.0
162,005950,9630.0
163,006060,12600.0
164,006090,7400.0
165,006110,4230.0
166,006280,124500.0
167,006340,1115.0
168,006380,3165.0
169,006390,28300.0
170,006400,232500.0
171,006570,4090.0
172,006650,107000.0
173,006660,7870.0
174,006740,3290.0
175,006890,5250.0
176,006980,3025.0
177,007210,1880.0
178,007280,1575.0
179,007310,525000.0
180,007340,28300.0
181,007460,2620.0
182,007570,21350.0
183,007590,6730.0
184,007610,2890.0
185,007660,4200.0
186,007690,44550.0
187,007700,113500.0
188,007810,11550.0
189,007980,2635.0
190,008040,1005.0
191,008110,3670.0
192,008250,7020.0
193,008260,2115.0
194,008350,3430.0
195,008420,2500.0
196,008490,34700.0
197,008500,17850.0
198,008700,2060.0
199,008730,13350.0
200,008870,63000.0
201,008970,1055.0
202,009140,19250.0
203,009150,132000.0
204,009160,2720.0
205,009190,5900.0
206,009200,2465.0
207,009270,1815.0
208,009290,6440.0
209,009310,1585.0
210,009320,2025.0
211,009420,34800.0
212,009450,44000.0
213,009460,2940.0
214,009470,16250.0
215,009540,129500.0
216,009580,4080.0
217,009680,8340.0
218,009770,31200.0
219,009830,19800.0
220,009900,
221,010040,3925.0
222,010060,59500.0
223,010100,2175.0
224,010120,53000.0
225,010130,427500.0
226,010140,7130.0
227,010580,589.0
228,010620,44000.0
229,010640,3755.0
230,010660,2700.0
231,010690,3210.0
232,010770,3450.0
233,010780,30300.0
234,010820,2490.0
235,010950,87400.0
236,011000,2380.0
237,011070,145500.0
238,011090,1125.0
239,011150,2580.0
240,011170,205500.0
241,011210,47750.0
242,011230,2620.0
243,011280,3995.0
244,011300,678.0
245,011330,1840.0
246,011390,147500.0
247,011500,4120.0
248,011690,4590.0
